character,keyword,RTH_number,RSH_number,RTK_number,reading,decomposition,spatial,ids,components_detail,variants,deck,tags
鄧,Deng,2744,,,Dèng,ascend + pinnacle,⿰ (left-right),⿰登阝,"<span style=""color:#1a5276"">登</span> <span style=""color:#666"">ascend</span><br><span style=""color:#1a5276"">阝</span> <span style=""color:#666"">pinnacle</span>",SH: 邓,RTH,RTH2::L48
鄭,Zheng / courtesy,3007,,,Zhèng,found + pinnacle,⿰ (left-right),⿰奠阝,"<span style=""color:#1a5276"">奠</span> <span style=""color:#666"">found</span><br><span style=""color:#1a5276"">阝</span> <span style=""color:#666"">pinnacle</span>",SH: 郑,RTH RTK,RTH2::Postscript
鄰,neighbor,2889,,,lín,jack-o’-lantern + pinnacle,⿰ (left-right),⿰粦阝,"<span style=""color:#1a5276"">粦</span> <span style=""color:#666"">jack-o’-lantern</span><br><span style=""color:#1a5276"">阝</span> <span style=""color:#666"">pinnacle</span>",SH: 邻 | JP: 隣,RTH,RTH2::L53
酋,chieftain,1063,,,qiú,animal horns + whiskey bottle,⿱ (top-bottom),⿱丷酉,"<span style=""color:#1a5276"">丷</span> <span style=""color:#666"">horns</span> <span style=""color:#999"">(alias: animal horns)</span><br><span style=""color:#1a5276"">酉</span> <span style=""color:#666"">whiskey bottle</span>",,RSH RTH RTK,RTH1::L37
酌,pour wine / bartending,2394,,,zhuó,whiskey bottle + ladle,⿰ (left-right),⿰酉勺,"<span style=""color:#1a5276"">酉</span> <span style=""color:#666"">whiskey bottle</span><br><span style=""color:#1a5276"">勺</span> <span style=""color:#666"">ladle</span>",,RSH RTH RTK,RTH2::L37
配,distribute,1062,,,pèi,whiskey bottle + snake,⿰ (left-right),⿰酉己,"<span style=""color:#1a5276"">酉</span> <span style=""color:#666"">whiskey bottle</span><br><span style=""color:#1a5276"">己</span> <span style=""color:#666"">self</span> <span style=""color:#999"">(alias: snake)</span>",,RSH RTH RTK,RTH1::L37
酒,liquor / sake,1061,,,jiǔ,water + whiskey bottle,⿰ (left-right),⿰氵酉,"<span style=""color:#1a5276"">水</span> <span style=""color:#666"">water</span> <span style=""color:#999"">(alias: snowflake)</span><br><span style=""color:#1a5276"">酉</span> <span style=""color:#666"">whiskey bottle</span>",,RSH RTH RTK,RTH1::L37
酬,reward / repay,2393,,,chóu,whiskey bottle + state,⿰ (left-right),⿰酉州,"<span style=""color:#1a5276"">酉</span> <span style=""color:#666"">whiskey bottle</span><br><span style=""color:#1a5276"">州</span> <span style=""color:#666"">state</span>",,RSH RTH RTK,RTH2::L37
酷,brutal / cruel,2395,,,kù,whiskey bottle + declare,⿰ (left-right),⿰酉告,"<span style=""color:#1a5276"">酉</span> <span style=""color:#666"">whiskey bottle</span><br><span style=""color:#1a5276"">告</span> <span style=""color:#666"">declare</span>",,RSH RTH RTK,RTH2::L37
酸,sour / acid,2402,,,suān,whiskey bottle + streetwalker,⿰ (left-right),⿰酉夋,"<span style=""color:#1a5276"">酉</span> <span style=""color:#666"">whiskey bottle</span><br><span style=""color:#1a5276"">夋</span> <span style=""color:#666"">streetwalker</span>",,RSH RTH RTK,RTH2::L37
醇,mellow wine / strong saké,2396,,,chún,whiskey bottle + enjoy,⿰ (left-right),⿰酉享,"<span style=""color:#1a5276"">酉</span> <span style=""color:#666"">whiskey bottle</span><br><span style=""color:#1a5276"">享</span> <span style=""color:#666"">enjoy</span>",,RSH RTH RTK,RTH2::L37
醉,drunk,2398,,,zuì,whiskey bottle + foot soldiers,⿰ (left-right),⿰酉卒,"<span style=""color:#1a5276"">酉</span> <span style=""color:#666"">whiskey bottle</span><br><span style=""color:#1a5276"">卒</span> <span style=""color:#666"">foot soldiers</span>",JP: 酔,RSH RTH,RTH2::L37
醋,vinegar,2397,,,cù,whiskey bottle + times past,⿰ (left-right),⿰酉昔,"<span style=""color:#1a5276"">酉</span> <span style=""color:#666"">whiskey bottle</span><br><span style=""color:#1a5276"">昔</span> <span style=""color:#666"">times past</span>",JP: 酢,RSH RTH,RTH2::L37
醒,awaken / awakening,2515,,,xǐng,whiskey bottle + star,⿰ (left-right),⿰酉星,"<span style=""color:#1a5276"">酉</span> <span style=""color:#666"">whiskey bottle</span><br><span style=""color:#1a5276"">星</span> <span style=""color:#666"">star</span>",,RSH RTH RTK,RTH2::L39
醜,ugly,2905,,,chǒu,whiskey bottle + ghost,⿰ (left-right),⿰酉鬼,"<span style=""color:#1a5276"">酉</span> <span style=""color:#666"">whiskey bottle</span><br><span style=""color:#1a5276"">鬼</span> <span style=""color:#666"">ghost</span>",SH: 丑,RTH RTK,RTH2::L54
醫,physician,1254,,,yī,physician + missile + whiskey bottle,⿱ (top-bottom),⿱殹酉,"<span style=""color:#1a5276"">医</span> <span style=""color:#666"">physician</span><br><span style=""color:#1a5276"">殳</span> <span style=""color:#666"">missile</span><br><span style=""color:#1a5276"">酉</span> <span style=""color:#666"">whiskey bottle</span>",SH: 医 | JP: 医,RTH,RTH1::L43
醬,thick sauce,2407,,,jiàng,General + whiskey bottle,⿱ (top-bottom),⿱將酉,"<span style=""color:#1a5276"">將</span> <span style=""color:#666"">General</span><br><span style=""color:#1a5276"">酉</span> <span style=""color:#666"">whiskey bottle</span>",SH: 酱 | JP: 醤,RTH,RTH2::L37
釀,brew,2502,,,niàng,whiskey bottle + pigeon coop,⿰ (left-right),⿰酉襄,"<span style=""color:#1a5276"">酉</span> <span style=""color:#666"">whiskey bottle</span><br><span style=""color:#1a5276"">襄</span> <span style=""color:#666"">aid</span> <span style=""color:#999"">(alias: pigeon coop)</span>",SH: 酿 | JP: 醸,RTH,RTH2::L38
釁,quarrel,2406,,,xìn,{71} + {50} + floor + monks + crown + whiskey bottle + part,⿳ (top-mid-bottom),⿳⿱⿴𦥑同冖酉分,"<span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">同</span> <span style=""color:#666"">same</span> <span style=""color:#999"">(alias: monks)</span><br><span style=""color:#1a5276"">冖</span> <span style=""color:#666"">crown</span><br><span style=""color:#1a5276"">酉</span> <span style=""color:#666"">whiskey bottle</span><br><span style=""color:#1a5276"">分</span> <span style=""color:#666"">part</span>",SH: 衅,RTH,RTH2::L37
采,pluck / grab / pick,614,,,cǎi / cài,vulture + tree,⿱ (top-bottom),⿱爫木,"<span style=""color:#1a5276"">爪</span> <span style=""color:#666"">claw</span> <span style=""color:#999"">(alias: vulture)</span><br><span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span>",,RSH RTH RTK,RTH1::L22
釋,explain,1377,,,shì,droppings + net + good fortune,⿰ (left-right),⿰釆睪,"<span style=""color:#1a5276"">釆</span> <span style=""color:#666"">droppings</span><br><span style=""color:#1a5276"">罒</span> <span style=""color:#666"">net</span><br><span style=""color:#1a5276"">幸</span> <span style=""color:#666"">good fortune</span>",SH: 释 | JP: 釈,RTH,RTH1::L51
里,li / ri,169,,,lǐ,rice field + land + brains,⿻ (overlaid),⿻日土,"<span style=""color:#1a5276"">田</span> <span style=""color:#666"">rice field</span> <span style=""color:#999"">(alias: brains)</span><br><span style=""color:#1a5276"">土</span> <span style=""color:#666"">soil</span> <span style=""color:#999"">(alias: land)</span>",,RSH RTH RTK,RTH1::L09 primitive
重,heavy,1242,,,chóng / zhòng,thousand + li,⿳ (top-mid-bottom),⿳㇒車一,"<span style=""color:#1a5276"">千</span> <span style=""color:#666"">thousand</span><br><span style=""color:#1a5276"">里</span> <span style=""color:#666"">li</span> <span style=""color:#999"">(alias: computer)</span>",,RSH RTH RTK,RTH1::L42
野,wild / plains,939,,,yě,computer + ceremonial spear,⿰ (left-right),⿰里予,"<span style=""color:#1a5276"">里</span> <span style=""color:#666"">li</span> <span style=""color:#999"">(alias: computer)</span><br><span style=""color:#1a5276"">予</span> <span style=""color:#666"">bestow</span> <span style=""color:#999"">(alias: ceremonial spear)</span>",,RSH RTH RTK,RTH1::L32
量,quantity,170,,,liàng / liáng,daybreak + li,⿱ (top-bottom),⿱旦里,"<span style=""color:#1a5276"">旦</span> <span style=""color:#666"">daybreak</span><br><span style=""color:#1a5276"">里</span> <span style=""color:#666"">li</span> <span style=""color:#999"">(alias: computer)</span>",,RSH RTH RTK,RTH1::L09
釐,smidgen,1614,,,Lí / lí,not yet + taskmaster + cliff + computer,⿸ (top-left-wrap),⿸𠩺里,"<span style=""color:#1a5276"">未</span> <span style=""color:#666"">not yet</span><br><span style=""color:#1a5276"">攵</span> <span style=""color:#666"">taskmaster</span><br><span style=""color:#1a5276"">厂</span> <span style=""color:#666"">factory</span> <span style=""color:#999"">(alias: cliff)</span><br><span style=""color:#1a5276"">里</span> <span style=""color:#666"">li</span> <span style=""color:#999"">(alias: computer)</span>",SH: 厘 | JP: 厘,RTH,RTH2::L15
金,gold,261,,,jīn / Jīn,umbrella + scepter + a drop of,⿱ (top-bottom),⿱𠆢⿻王丷,"<span style=""color:#1a5276"">𠆢</span> <span style=""color:#666"">umbrella</span><br><span style=""color:#1a5276"">王</span> <span style=""color:#666"">king</span> <span style=""color:#999"">(alias: scepter)</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span>",,RSH RTH RTK,RTH1::L12 primitive
釘,nail,265,,,dīng,gold + nail,⿰ (left-right),⿰釒丁,"<span style=""color:#1a5276"">釒</span> <span style=""color:#666"">gold</span> <span style=""color:#999"">(alias: metal)</span><br><span style=""color:#1a5276"">丁</span> <span style=""color:#666"">fourth</span> <span style=""color:#999"">(alias: nail)</span>",SH: 钉,RTH RTK,RTH1::L12
針,needle,264,,,zhēn,gold + ten,⿰ (left-right),⿰釒十,"<span style=""color:#1a5276"">釒</span> <span style=""color:#666"">gold</span> <span style=""color:#999"">(alias: metal)</span><br><span style=""color:#1a5276"">十</span> <span style=""color:#666"">ten</span> <span style=""color:#999"">(alias: needle)</span>",SH: 针,RTH RTK,RTH1::L12
釣,go fishin' / angling,263,,,diào,gold + ladle,⿰ (left-right),⿰釒勺,"<span style=""color:#1a5276"">釒</span> <span style=""color:#666"">gold</span> <span style=""color:#999"">(alias: metal)</span><br><span style=""color:#1a5276"">勺</span> <span style=""color:#666"">ladle</span>",SH: 钓,RTH RTK,RTH1::L12
鈔,paper money,1588,,,chāo,gold + few,⿰ (left-right),⿰釒少,"<span style=""color:#1a5276"">釒</span> <span style=""color:#666"">gold</span> <span style=""color:#999"">(alias: metal)</span><br><span style=""color:#1a5276"">少</span> <span style=""color:#666"">few</span>",SH: 钞,RTH,RTH2::L12
鈕,push button,2965,,,niǔ,gold + clown,⿰ (left-right),⿰釒丑,"<span style=""color:#1a5276"">釒</span> <span style=""color:#666"">gold</span> <span style=""color:#999"">(alias: metal)</span><br><span style=""color:#1a5276"">丑</span> <span style=""color:#666"">clown</span>",SH: 钮,RTH,RTH2::L55
鈞,30 catties,3030,,,jūn,gold + uniform,⿰ (left-right),⿰釒匀,"<span style=""color:#1a5276"">釒</span> <span style=""color:#666"">gold</span> <span style=""color:#999"">(alias: metal)</span><br><span style=""color:#1a5276"">匀</span> <span style=""color:#666"">uniform</span>",SH: 钧,RTH,RTH2::Postscript
鈴,small bell,2373,,,líng,gold + orders,⿰ (left-right),⿰釒令,"<span style=""color:#1a5276"">釒</span> <span style=""color:#666"">gold</span> <span style=""color:#999"">(alias: metal)</span><br><span style=""color:#1a5276"">令</span> <span style=""color:#666"">orders</span>",SH: 铃,RTH RTK,RTH2::L36
鉗,pliers,2664,,,qián,gold + wicker basket,⿰ (left-right),⿰釒甘,"<span style=""color:#1a5276"">釒</span> <span style=""color:#666"">gold</span> <span style=""color:#999"">(alias: metal)</span><br><span style=""color:#1a5276"">甘</span> <span style=""color:#666"">sweet</span> <span style=""color:#999"">(alias: wicker basket)</span>",SH: 钳,RTH,RTH2::L45
鉛,lead / lead (metal),2765,,,qiān,gold + drop + ㇅ + mouth,⿰ (left-right),⿰釒⿱𠘧口,"<span style=""color:#1a5276"">釒</span> <span style=""color:#666"">gold</span> <span style=""color:#999"">(alias: metal)</span><br><span style=""color:#1a5276"">丿</span> <span style=""color:#666"">drop</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span>",SH: 铅,RTH RTK,RTH2::L49
鉤,hook,1587,,,gōu,gold + sentence,⿰ (left-right),⿰釒句,"<span style=""color:#1a5276"">釒</span> <span style=""color:#666"">gold</span> <span style=""color:#999"">(alias: metal)</span><br><span style=""color:#1a5276"">句</span> <span style=""color:#666"">sentence</span>",SH: 钩,RTH,RTH2::L12
銀,silver,1083,,,yín,gold + silver,⿰ (left-right),⿰釒艮,"<span style=""color:#1a5276"">釒</span> <span style=""color:#666"">gold</span> <span style=""color:#999"">(alias: metal)</span><br><span style=""color:#1a5276"">艮</span> <span style=""color:#666"">silver</span>",SH: 银,RTH RTK,RTH1::L37
銅,copper,262,,,tóng,gold + monks,⿰ (left-right),⿰釒同,"<span style=""color:#1a5276"">釒</span> <span style=""color:#666"">gold</span> <span style=""color:#999"">(alias: metal)</span><br><span style=""color:#1a5276"">同</span> <span style=""color:#666"">same</span> <span style=""color:#999"">(alias: monks)</span>",SH: 铜,RTH RTK,RTH1::L12
銘,inscription,266,,,míng,gold + name,⿰ (left-right),⿰釒名,"<span style=""color:#1a5276"">釒</span> <span style=""color:#666"">gold</span> <span style=""color:#999"">(alias: metal)</span><br><span style=""color:#1a5276"">名</span> <span style=""color:#666"">name</span>",SH: 铭,RTH RTK,RTH1::L12
銜,title,1940,,,xián,queue + gold + queue,⿲ (left-mid-right),⿲彳金亍,"<span style=""color:#1a5276"">彳</span> <span style=""color:#666"">line of business</span> <span style=""color:#999"">(alias: queue)</span><br><span style=""color:#1a5276"">金</span> <span style=""color:#666"">gold</span> <span style=""color:#999"">(alias: metal)</span><br><span style=""color:#1a5276"">亍</span> <span style=""color:#666"">line of business</span> <span style=""color:#999"">(alias: queue)</span>",SH: 衔,RTH,RTH2::L24
銳,sharp,1706,,,ruì,gold + devil,⿰ (left-right),⿰釒兌,"<span style=""color:#1a5276"">釒</span> <span style=""color:#666"">gold</span> <span style=""color:#999"">(alias: metal)</span><br><span style=""color:#1a5276"">兌</span> <span style=""color:#666"">convert</span> <span style=""color:#999"">(alias: devil)</span>",SH: 锐 | JP: 鋭,RTH,RTH2::L19
銷,put up for sale,1589,,,xiāo,gold + sparks,⿰ (left-right),⿰釒肖,"<span style=""color:#1a5276"">釒</span> <span style=""color:#666"">gold</span> <span style=""color:#999"">(alias: metal)</span><br><span style=""color:#1a5276"">肖</span> <span style=""color:#666"">resemble</span> <span style=""color:#999"">(alias: sparks)</span>",SH: 销,RTH,RTH2::L12
鋁,aluminum,2068,,,lǚ,gold + spine,⿰ (left-right),⿰釒吕,"<span style=""color:#1a5276"">釒</span> <span style=""color:#666"">gold</span> <span style=""color:#999"">(alias: metal)</span><br><span style=""color:#1a5276"">吕</span> <span style=""color:#666"">spine</span>",SH: 铝,RTH,RTH2::L27
鋒,cutting edge / sword's point,2523,,,fēng,gold + briar,⿰ (left-right),⿰釒夆,"<span style=""color:#1a5276"">釒</span> <span style=""color:#666"">gold</span> <span style=""color:#999"">(alias: metal)</span><br><span style=""color:#1a5276"">夆</span> <span style=""color:#666"">briar</span>",SH: 锋,RTH RTK,RTH2::L39
鋤,hoe / plow,2687,,,chú,gold + assist,⿰ (left-right),⿰釒助,"<span style=""color:#1a5276"">釒</span> <span style=""color:#666"">gold</span> <span style=""color:#999"">(alias: metal)</span><br><span style=""color:#1a5276"">助</span> <span style=""color:#666"">assist</span>",SH: 锄,RTH RTK,RTH2::L45
鋪,shop / shop [alternate],2725,,,pū / pù,gold + dog tag,⿰ (left-right),⿰釒甫,"<span style=""color:#1a5276"">釒</span> <span style=""color:#666"">gold</span> <span style=""color:#999"">(alias: metal)</span><br><span style=""color:#1a5276"">甫</span> <span style=""color:#666"">Fu</span> <span style=""color:#999"">(alias: dog tag)</span>",SH: 铺,RTH RTK,RTH2::L48
鋸,saw / handsaw,827,,,jū / jù,gold + reside,⿰ (left-right),⿰釒居,"<span style=""color:#1a5276"">釒</span> <span style=""color:#666"">gold</span> <span style=""color:#999"">(alias: metal)</span><br><span style=""color:#1a5276"">居</span> <span style=""color:#666"">reside</span>",SH: 锯,RTH RTK,RTH1::L28
鋼,steel,2826,,,gāng,gold + ridge of a hill,⿰ (left-right),⿰釒岡,"<span style=""color:#1a5276"">釒</span> <span style=""color:#666"">gold</span> <span style=""color:#999"">(alias: metal)</span><br><span style=""color:#1a5276"">岡</span> <span style=""color:#666"">ridge of a hill</span>",SH: 钢,RTH RTK,RTH2::L52
錄,record,874,,,lù,gold + whisk broom + ice + 亅 + {24},⿰ (left-right),⿰釒彔,"<span style=""color:#1a5276"">釒</span> <span style=""color:#666"">gold</span> <span style=""color:#999"">(alias: metal)</span><br><span style=""color:#1a5276"">彑</span> <span style=""color:#666"">whisk broom</span><br><span style=""color:#1a5276"">冫</span> <span style=""color:#666"">ice</span>",SH: 录 | JP: 録,RTH,RTH1::L30 primitive
