character,keyword,RTH_number,RSH_number,RTK_number,reading,decomposition,spatial,ids,components_detail,variants,deck,tags
塘,pool,2155,,,táng,ground + Tang,⿰ (left-right),⿰土唐,"<span style=""color:#1a5276"">土</span> <span style=""color:#666"">soil</span> <span style=""color:#999"">(alias: ground)</span><br><span style=""color:#1a5276"">唐</span> <span style=""color:#666"">Tang</span>",,RSH RTH,RTH2::L30
塞,stronghold / block up,2503,,,Sāi / sāi / sài / sè,hamster cage + soil,⿱ (top-bottom),⿱𡨄土,"<span style=""color:#1a5276"">囧赛－贝</span> <span style=""color:#666"">hamster cage</span><br><span style=""color:#1a5276"">土</span> <span style=""color:#666"">soil</span> <span style=""color:#999"">(alias: ground, dirt, land)</span>",,RSH RTH RTK,RTH2::L38
填,fill in / stuff up,150,,,tián,true + dirt,⿰ (left-right),⿰土真,"<span style=""color:#1a5276"">真</span> <span style=""color:#666"">true</span><br><span style=""color:#1a5276"">土</span> <span style=""color:#666"">soil</span> <span style=""color:#999"">(alias: dirt)</span>",,RSH RTH RTK,RTH1::L08
塵,dust,1429,,,chén,deer + ground,⿸ (top-left-wrap),⿸鹿土,"<span style=""color:#1a5276"">鹿</span> <span style=""color:#666"">deer</span><br><span style=""color:#1a5276"">土</span> <span style=""color:#666"">soil</span> <span style=""color:#999"">(alias: ground)</span>",SH: 尘,RTH RTK,RTH1::L53
境,boundary,456,,,jìng,land + mirror,⿰ (left-right),⿰土竟,"<span style=""color:#1a5276"">土</span> <span style=""color:#666"">soil</span> <span style=""color:#999"">(alias: land)</span><br><span style=""color:#1a5276"">竟</span> <span style=""color:#666"">unexpectedly</span> <span style=""color:#999"">(alias: mirror)</span>",,RSH RTH RTK,RTH1::L19
墊,pad,2493,,,diàn,clench + ground,⿱ (top-bottom),⿱執土,"<span style=""color:#1a5276"">執</span> <span style=""color:#666"">clench</span><br><span style=""color:#1a5276"">土</span> <span style=""color:#666"">soil</span> <span style=""color:#999"">(alias: ground)</span>",SH: 垫,RTH,RTH2::L38
墓,grave,220,,,mù,soil + graveyard,⿱ (top-bottom),⿱莫土,"<span style=""color:#1a5276"">土</span> <span style=""color:#666"">soil</span> <span style=""color:#999"">(alias: ground, dirt, land)</span><br><span style=""color:#1a5276"">莫</span> <span style=""color:#666"">nobody</span> <span style=""color:#999"">(alias: graveyard)</span>",,RSH RTH RTK,RTH1::L10
墜,plunge / crash,2283,,,zhuì,team + ground,⿱ (top-bottom),⿱隊土,"<span style=""color:#1a5276"">隊</span> <span style=""color:#666"">team</span><br><span style=""color:#1a5276"">土</span> <span style=""color:#666"">soil</span> <span style=""color:#999"">(alias: ground)</span>",SH: 坠,RTH RTK,RTH2::L34
增,increase,471,,,zēng,soil + increase,⿰ (left-right),⿰土曾,"<span style=""color:#1a5276"">土</span> <span style=""color:#666"">soil</span> <span style=""color:#999"">(alias: ground, dirt, land)</span><br><span style=""color:#1a5276"">曾</span> <span style=""color:#666"">formerly</span> <span style=""color:#999"">(alias: increase)</span>",JP: 増,RSH RTH,RTH1::L19
墨,black ink,174,,,Mò / mò,dirt,⿱ (top-bottom),⿱黑土,"<span style=""color:#1a5276"">土</span> <span style=""color:#666"">soil</span> <span style=""color:#999"">(alias: dirt)</span>",,RSH RTH RTK,RTH1::L09
墳,tomb,1834,,,fén,ground + haystack + shellfish,⿰ (left-right),⿰土賁,"<span style=""color:#1a5276"">土</span> <span style=""color:#666"">soil</span> <span style=""color:#999"">(alias: ground)</span><br><span style=""color:#1a5276"">卉</span> <span style=""color:#666"">haystack</span><br><span style=""color:#1a5276"">貝</span> <span style=""color:#666"">shellfish</span> <span style=""color:#999"">(alias: shells, oyster, clam)</span>",SH: 坟,RTH RTK,RTH2::L22
墾,reclaim / groundbreaking,2445,,,kěn,leopard + silver + ground,⿱ (top-bottom),⿱貇土,"<span style=""color:#1a5276"">豸</span> <span style=""color:#666"">leopard</span><br><span style=""color:#1a5276"">艮</span> <span style=""color:#666"">silver</span><br><span style=""color:#1a5276"">土</span> <span style=""color:#666"">soil</span> <span style=""color:#999"">(alias: ground)</span>",SH: 垦,RTH RTK,RTH2::L37
壁,partition / wall,1121,,,bì,hot sauce + ground,⿱ (top-bottom),⿱辟土,"<span style=""color:#1a5276"">辟</span> <span style=""color:#666"">repudiate</span> <span style=""color:#999"">(alias: hot sauce)</span><br><span style=""color:#1a5276"">土</span> <span style=""color:#666"">soil</span> <span style=""color:#999"">(alias: ground)</span>",,RSH RTH RTK,RTH1::L38
壇,altar / podium,1826,,,tán,ground + Mr. Hyde,⿰ (left-right),⿰土亶,"<span style=""color:#1a5276"">土</span> <span style=""color:#666"">soil</span> <span style=""color:#999"">(alias: ground)</span><br><span style=""color:#1a5276"">亶</span> <span style=""color:#666"">Mr. Hyde</span>",SH: 坛,RTH RTK,RTH2::L22
壓,pressure,234,,,yā / yà,detest + ground,⿸ (top-left-wrap),⿸厭土,"<span style=""color:#1a5276"">厭</span> <span style=""color:#666"">detest</span><br><span style=""color:#1a5276"">土</span> <span style=""color:#666"">soil</span> <span style=""color:#999"">(alias: ground)</span>",SH: 压 | JP: 圧,RTH,RTH1::L11
壘,baseball base,2686,,,lěi,rice field + rice field + rice field + ground,⿱ (top-bottom),⿱畾土,"<span style=""color:#1a5276"">田</span> <span style=""color:#666"">rice field</span> <span style=""color:#999"">(alias: brains)</span><br><span style=""color:#1a5276"">土</span> <span style=""color:#666"">soil</span> <span style=""color:#999"">(alias: ground)</span>",SH: 垒 | JP: 塁,RTH,RTH2::L45
壞,bad,380,,,huài,ground + bosom,⿰ (left-right),⿰土褱,"<span style=""color:#1a5276"">土</span> <span style=""color:#666"">soil</span> <span style=""color:#999"">(alias: ground)</span><br><span style=""color:#1a5276"">褱</span> <span style=""color:#666"">bosom</span>",SH: 坏 | JP: 壊,RTH,RTH1::L18
壟,raised path between fields,2906,,,lǒng,dragon + ground,⿱ (top-bottom),⿱龍土,"<span style=""color:#1a5276"">龍</span> <span style=""color:#666"">dragon</span><br><span style=""color:#1a5276"">土</span> <span style=""color:#666"">soil</span> <span style=""color:#999"">(alias: ground)</span>",SH: 垄,RTH,RTH2::L54
壤,territory,1146,,,rǎng,ground + pigeon coop,⿰ (left-right),⿰土襄,"<span style=""color:#1a5276"">土</span> <span style=""color:#666"">soil</span> <span style=""color:#999"">(alias: ground)</span><br><span style=""color:#1a5276"">襄</span> <span style=""color:#666"">aid</span> <span style=""color:#999"">(alias: pigeon coop)</span>",JP: 壌,RSH RTH,RTH1::L38
壩,dam,2777,,,bà,ground + tyrant,⿰ (left-right),⿰土霸,"<span style=""color:#1a5276"">土</span> <span style=""color:#666"">soil</span> <span style=""color:#999"">(alias: ground)</span><br><span style=""color:#1a5276"">霸</span> <span style=""color:#666"">tyrant</span>",SH: 坝,RTH,RTH2::L50
士,soldier / gentleman,307,,,shì,floor + walking stick + floor,⿻ (overlaid),⿻一丄,"<span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span>",,RSH RTH RTK,RTH1::L14
壯,robust,917,,,Zhuàng / zhuàng,bunk beds + soldier,⿰ (left-right),⿰爿士,"<span style=""color:#1a5276"">爿</span> <span style=""color:#666"">bunk beds</span><br><span style=""color:#1a5276"">士</span> <span style=""color:#666"">soldier</span>",SH: 壮 | JP: 壮,RTH,RTH1::L31
壺,kettle,2707,,,hú,soldier + crown + {79},⿱ (top-bottom),⿱士⿱冖{79},"<span style=""color:#1a5276"">士</span> <span style=""color:#666"">soldier</span><br><span style=""color:#1a5276"">冖</span> <span style=""color:#666"">crown</span>",SH: 壶 | JP: 壷,RTH,RTH2::L47
壽,longevity / longevity [old],2752,,,shòu,soldier + beret + I-beam + floor + mouth + glue,⿳ (top-mid-bottom),⿳⿳士乛工一吋,"<span style=""color:#1a5276"">士</span> <span style=""color:#666"">soldier</span><br><span style=""color:#1a5276"">乛</span> <span style=""color:#666"">beret</span><br><span style=""color:#1a5276"">工</span> <span style=""color:#666"">work</span> <span style=""color:#999"">(alias: I-beam)</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">寸</span> <span style=""color:#666"">Chinese inch</span> <span style=""color:#999"">(alias: glue)</span>",SH: 寿,RTH RTK,RTH2::L49 RTH2::L49 primitive
夏,summer,285,,,Xià / xià,nose + ceiling + walking legs,⿱ (top-bottom),⿱𦣻夊,"<span style=""color:#1a5276"">自</span> <span style=""color:#666"">oneself</span> <span style=""color:#999"">(alias: nose)</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: ceiling)</span><br><span style=""color:#1a5276"">夂</span> <span style=""color:#666"">walking legs</span>",,RSH RTH RTK,RTH1::L13
夕,evening,108,,,xī,moon,⿴ (surround),⿴𠂊丶,"<span style=""color:#1a5276"">月</span> <span style=""color:#666"">month</span> <span style=""color:#999"">(alias: moon)</span>",,RSH RTH RTK,RTH1::L07
外,outside,111,,,wài,evening + magic wand,⿰ (left-right),⿰夕卜,"<span style=""color:#1a5276"">夕</span> <span style=""color:#666"">evening</span><br><span style=""color:#1a5276"">卜</span> <span style=""color:#666"">divination</span> <span style=""color:#999"">(alias: magic wand)</span>",,RSH RTH RTK,RTH1::L07
多,many,109,,,duō,moon,⿱ (top-bottom),⿱夕夕,"<span style=""color:#1a5276"">月</span> <span style=""color:#666"">month</span> <span style=""color:#999"">(alias: moon)</span>",,RSH RTH RTK,RTH1::L07
夜,night,807,,,yè,top hat + person + walking legs + drop,⿱ (top-bottom),⿱亠⿰亻⿴夂丶,"<span style=""color:#1a5276"">亠</span> <span style=""color:#666"">top hat</span><br><span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">夂</span> <span style=""color:#666"">walking legs</span><br><span style=""color:#1a5276"">掉</span> <span style=""color:#666"">drop</span>",,RSH RTH RTK,RTH1::L27
夠,enough,110,,,gòu,many + sentence,⿰ (left-right),⿰多句,"<span style=""color:#1a5276"">多</span> <span style=""color:#666"">many</span><br><span style=""color:#1a5276"">句</span> <span style=""color:#666"">sentence</span>",SH: 够,RTH,RTH1::L07
夢,dream,294,,,mèng,flower + net + crown + evening,⿳ (top-mid-bottom),⿳⿱艹罒冖夕,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">罒</span> <span style=""color:#666"">net</span><br><span style=""color:#1a5276"">冖</span> <span style=""color:#666"">crown</span><br><span style=""color:#1a5276"">夕</span> <span style=""color:#666"">evening</span>",SH: 梦,RTH RTK,RTH1::L14
夥,partnership / plentiful,2116,,,huǒ,fruit + many,⿰ (left-right),⿰果多,"<span style=""color:#1a5276"">果</span> <span style=""color:#666"">fruit</span><br><span style=""color:#1a5276"">多</span> <span style=""color:#666"">many</span>",,RTH RTK,RTH2::L29
大,large,106,,,dài / dà,floor + person,⿻ (overlaid),⿻一人,"<span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span>",,RSH RTH RTK,RTH1::L07 primitive
天,heavens,403,,,tiān,ceiling + St. Bernard dog,⿱ (top-bottom),⿱一大,"<span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: ceiling)</span><br><span style=""color:#1a5276"">大</span> <span style=""color:#666"">large</span> <span style=""color:#999"">(alias: St. Bernard dog)</span>",,RSH RTH RTK,RTH1::L18 primitive
太,overly / plump,120,,,tài,St. Bernard dog + a drop of,⿵ (surround-open-bottom),⿵大丶,"<span style=""color:#1a5276"">大</span> <span style=""color:#666"">large</span> <span style=""color:#999"">(alias: St. Bernard dog)</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span>",,RSH RTH RTK,RTH1::L07
夫,husband,679,,,fū / fú,large,⿻ (overlaid),⿻二人,"<span style=""color:#1a5276"">大</span> <span style=""color:#666"">large</span> <span style=""color:#999"">(alias: large dog, St. Bernard dog)</span>",,RSH RTH RTK,RTH1::L24
夭,die young,404,,,yāo,St. Bernard dog + a drop of,⿱ (top-bottom),⿱㇒大,"<span style=""color:#1a5276"">大</span> <span style=""color:#666"">large</span> <span style=""color:#999"">(alias: St. Bernard dog)</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span>",,RSH RTH,RTH1::L18
央,center,1277,,,yāng,St. Bernard dog,⿻ (overlaid),⿻𠀃人,"<span style=""color:#1a5276"">大</span> <span style=""color:#666"">large</span> <span style=""color:#999"">(alias: St. Bernard dog)</span>",,RSH RTH RTK,RTH1::L44
失,lose,682,,,shī,husband + a drop of,⿰ (left-right),⿰㇒夫,"<span style=""color:#1a5276"">夫</span> <span style=""color:#666"">husband</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span>",,RSH RTH RTK,RTH1::L24
夷,barbarian / ebisu,2213,,,yí,St. Bernard dog + bow,⿻ (overlaid),⿻大弓,"<span style=""color:#1a5276"">大</span> <span style=""color:#666"">large</span> <span style=""color:#999"">(alias: St. Bernard dog)</span><br><span style=""color:#1a5276"">弓</span> <span style=""color:#666"">bow</span>",,RSH RTH RTK,RTH2::L32
夾,press from both sides,2043,,,jiā / jià / jiá,large dog + assembly line,⿻ (overlaid),⿻大从,"<span style=""color:#1a5276"">大</span> <span style=""color:#666"">large</span> <span style=""color:#999"">(alias: large dog)</span><br><span style=""color:#1a5276"">从</span> <span style=""color:#666"">follow</span> <span style=""color:#999"">(alias: assembly line)</span>",SH: 夹,RTH,RTH2::L26
奇,strange,122,,,jī / qí,St. Bernard dog + can + mouth + nail,⿱ (top-bottom),⿱大可,"<span style=""color:#1a5276"">大</span> <span style=""color:#666"">large</span> <span style=""color:#999"">(alias: St. Bernard dog)</span><br><span style=""color:#1a5276"">可</span> <span style=""color:#666"">can</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">丁</span> <span style=""color:#666"">fourth</span> <span style=""color:#999"">(alias: nail)</span>",,RSH RTH RTK,RTH1::L07
奈,can't help but / Nara,2099,,,nài,St. Bernard dog + altar,⿱ (top-bottom),⿱大示,"<span style=""color:#1a5276"">大</span> <span style=""color:#666"">large</span> <span style=""color:#999"">(alias: St. Bernard dog)</span><br><span style=""color:#1a5276"">示</span> <span style=""color:#666"">show</span> <span style=""color:#999"">(alias: altar)</span>",,RSH RTH RTK,RTH2::L29
奉,proffer / dedicate,1173,,,fèng,bonsai + cornstalk,⿱ (top-bottom),⿱𡗗𰀁,"<span style=""color:#1a5276"">𡗗</span> <span style=""color:#666"">bonsai</span><br><span style=""color:#1a5276"">囧奉－𡗗</span> <span style=""color:#666"">cornstalk</span>",,RSH RTH RTK,RTH1::L39
奏,play an instrument / play music,2527,,,zòu,bonsai + heavens,⿱ (top-bottom),⿱𡗗天,"<span style=""color:#1a5276"">𡗗</span> <span style=""color:#666"">bonsai</span><br><span style=""color:#1a5276"">天</span> <span style=""color:#666"">heavens</span>",,RSH RTH RTK,RTH2::L39
契,contract / pledge,2518,,,qì,bushes + sword + St. Bernard dog,⿱ (top-bottom),⿱㓞大,"<span style=""color:#1a5276"">丰</span> <span style=""color:#666"">plentiful</span> <span style=""color:#999"">(alias: bushes)</span><br><span style=""color:#1a5276"">刀</span> <span style=""color:#666"">sword</span> <span style=""color:#999"">(alias: dagger, saber)</span><br><span style=""color:#1a5276"">大</span> <span style=""color:#666"">large</span> <span style=""color:#999"">(alias: St. Bernard dog)</span>",,RSH RTH RTK,RTH2::L39
奔,dash / bustle,1832,,,bēn / bèn,St. Bernard dog + haystack,⿱ (top-bottom),⿱大卉,"<span style=""color:#1a5276"">大</span> <span style=""color:#666"">large</span> <span style=""color:#999"">(alias: St. Bernard dog)</span><br><span style=""color:#1a5276"">卉</span> <span style=""color:#666"">haystack</span>",,RSH RTH RTK,RTH2::L22
奕,radiating vitality,2973,,,yì,apple + St. Bernard dog,⿱ (top-bottom),⿱亦大,"<span style=""color:#1a5276"">亦</span> <span style=""color:#666"">likewise</span> <span style=""color:#999"">(alias: apple)</span><br><span style=""color:#1a5276"">大</span> <span style=""color:#666"">large</span> <span style=""color:#999"">(alias: St. Bernard dog)</span>",,RSH RTH,RTH2::L55
套,cover / hackneyed,1390,,,tào,St. Bernard dog + staples + wall,⿱ (top-bottom),⿱大镸,"<span style=""color:#1a5276"">大</span> <span style=""color:#666"">large</span> <span style=""color:#999"">(alias: St. Bernard dog)</span><br><span style=""color:#1a5276"">囧印－卩</span> <span style=""color:#666"">staples</span><br><span style=""color:#1a5276"">囧会－亼</span> <span style=""color:#666"">wall</span>",,RSH RTH RTK,RTH1::L51
奠,found,2409,,,diàn,chieftain + St. Bernard dog,⿱ (top-bottom),⿱酋大,"<span style=""color:#1a5276"">酋</span> <span style=""color:#666"">chieftain</span><br><span style=""color:#1a5276"">大</span> <span style=""color:#666"">large</span> <span style=""color:#999"">(alias: St. Bernard dog)</span>",,RSH RTH,RTH2::L37
奢,extravagant,2236,,,shē,St. Bernard dog + puppet,⿱ (top-bottom),⿱大者,"<span style=""color:#1a5276"">大</span> <span style=""color:#666"">large</span> <span style=""color:#999"">(alias: St. Bernard dog)</span><br><span style=""color:#1a5276"">者</span> <span style=""color:#666"">someone</span> <span style=""color:#999"">(alias: puppet)</span>",,RSH RTH,RTH2::L33
奧,of great depth,2787,,,Ào / ào,dropdrop + glass cover + droppings + large dog,⿱ (top-bottom),⿱⿵𰃦釆大,"<span style=""color:#1a5276"">㇒</span> <span style=""color:#666"">dropdrop</span><br><span style=""color:#1a5276"">冂</span> <span style=""color:#666"">hood</span> <span style=""color:#999"">(alias: glass cover)</span><br><span style=""color:#1a5276"">釆</span> <span style=""color:#666"">droppings</span><br><span style=""color:#1a5276"">大</span> <span style=""color:#666"">large</span> <span style=""color:#999"">(alias: large dog)</span>",SH: 奥 | JP: 奥,RTH,RTH2::L51
奪,take by force / rob,1743,,,duó,large dog + turkey + glue,⿱ (top-bottom),⿱奞寸,"<span style=""color:#1a5276"">大</span> <span style=""color:#666"">large</span> <span style=""color:#999"">(alias: large dog)</span><br><span style=""color:#1a5276"">隹</span> <span style=""color:#666"">turkey</span><br><span style=""color:#1a5276"">寸</span> <span style=""color:#666"">Chinese inch</span> <span style=""color:#999"">(alias: glue)</span>",SH: 夺,RTH RTK,RTH2::L20
奮,exert oneself / stirred up,1742,,,fèn,large dog + turkey + rice field,⿱ (top-bottom),⿱奞田,"<span style=""color:#1a5276"">大</span> <span style=""color:#666"">large</span> <span style=""color:#999"">(alias: large dog)</span><br><span style=""color:#1a5276"">隹</span> <span style=""color:#666"">turkey</span><br><span style=""color:#1a5276"">田</span> <span style=""color:#666"">rice field</span> <span style=""color:#999"">(alias: brains)</span>",SH: 奋,RTH RTK,RTH2::L20
女,woman,96,,,rǔ / nǚ,,,女,,,RSH RTH RTK,RTH1::L06 primitive
奴,slave / guy,693,,,nú,woman + crotch,⿰ (left-right),⿰女又,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">又</span> <span style=""color:#666"">again</span> <span style=""color:#999"">(alias: crotch)</span>",,RSH RTH RTK,RTH1::L24
奶,milk,583,,,nǎi,woman + fist,⿰ (left-right),⿰女乃,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">乃</span> <span style=""color:#666"">only then</span> <span style=""color:#999"">(alias: fist)</span>",,RSH RTH,RTH1::L22
她,she,477,,,tā,woman + scorpion,⿰ (left-right),⿰女也,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">也</span> <span style=""color:#666"">also</span> <span style=""color:#999"">(alias: scorpion)</span>",,RSH RTH,RTH1::L20
好,good / fond,97,,,hǎo / hào,woman + child,⿰ (left-right),⿰女子,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">子</span> <span style=""color:#666"">child</span>",,RSH RTH RTK,RTH1::L06
如,be like / likeness,98,,,rú,mouth + woman,⿰ (left-right),⿰女口,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span>",,RSH RTH RTK,RTH1::L06
妄,absurd / delusion,459,,,wàng,woman + perish,⿱ (top-bottom),⿱亡女,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">亡</span> <span style=""color:#666"">deceased</span> <span style=""color:#999"">(alias: perish)</span>",,RSH RTH RTK,RTH1::L19
妒,jealous of,2095,,,dù,woman + door,⿰ (left-right),⿰女户,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">户</span> <span style=""color:#666"">door</span>",JP: 妬,RSH RTH,RTH2::L28
妓,prostitute / courtesan,1849,,,jì,woman + branch,⿰ (left-right),⿰女支,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">支</span> <span style=""color:#666"">offshoot</span> <span style=""color:#999"">(alias: branch)</span>",,RSH RTH RTK,RTH2::L22
妖,bewitching / bewitched,1668,,,yāo,woman + die young,⿰ (left-right),⿰女夭,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">夭</span> <span style=""color:#666"">die young</span>",,RSH RTH RTK,RTH2::L18
妙,wonderful / exquisite,116,,,miào,woman + few,⿰ (left-right),⿰女少,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">少</span> <span style=""color:#666"">few</span>",,RSH RTH RTK,RTH1::L07
妝,put on makeup,916,,,zhuāng,bunk beds + woman,⿰ (left-right),⿰爿女,"<span style=""color:#1a5276"">爿</span> <span style=""color:#666"">bunk beds</span><br><span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span>",SH: 妆,RTH,RTH1::L31
妥,appropriate / gentle,1859,,,tuǒ,vulture + woman,⿱ (top-bottom),⿱爫女,"<span style=""color:#1a5276"">爪</span> <span style=""color:#666"">claw</span> <span style=""color:#999"">(alias: vulture)</span><br><span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span>",,RSH RTH RTK,RTH2::L22
妨,hinder / disturb,462,,,fáng,compass + woman,⿰ (left-right),⿰女方,"<span style=""color:#1a5276"">方</span> <span style=""color:#666"">direction</span> <span style=""color:#999"">(alias: compass)</span><br><span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span>",,RSH RTH RTK,RTH1::L19
妹,younger sister,206,,,mèi,woman + not yet,⿰ (left-right),⿰女未,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">未</span> <span style=""color:#666"">not yet</span>",,RSH RTH RTK,RTH1::L10
妻,wife,2136,,,qī / qì,needle + rake + woman,⿱ (top-bottom),⿱⿻⿱一{43}丨女,"<span style=""color:#1a5276"">十</span> <span style=""color:#666"">ten</span> <span style=""color:#999"">(alias: needle)</span><br><span style=""color:#1a5276"">肀</span> <span style=""color:#666"">rake</span><br><span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span>",,RSH RTH RTK,RTH2::L30
姆,nanny,1515,,,mǔ,woman + mother,⿰ (left-right),⿰女母,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">母</span> <span style=""color:#666"">mother</span> <span style=""color:#999"">(alias: breasts)</span>",,RSH RTH,RTH2::L06
姊,elder sister,2227,,,zǐ,woman + snare + drag + genie,⿰ (left-right),⿰女𠂔,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">丂</span> <span style=""color:#666"">snare</span><br><span style=""color:#1a5276"">𠂆</span> <span style=""color:#666"">drag</span><br><span style=""color:#1a5276"">才</span> <span style=""color:#666"">genius</span> <span style=""color:#999"">(alias: genie)</span>",,RSH RTH,RTH2::L32
始,commence,623,,,shǐ,woman + platform,⿰ (left-right),⿰女台,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">台</span> <span style=""color:#666"">platform</span>",,RSH RTH RTK,RTH1::L22
姐,older sister / young miss,1298,,,jiě,woman + shelves,⿰ (left-right),⿰女且,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">且</span> <span style=""color:#666"">moreover</span> <span style=""color:#999"">(alias: shelves)</span>",,RSH RTH RTK,RTH1::L45
姑,father's sister / mother-in-law,1514,,,gū,woman + ancient,⿰ (left-right),⿰女古,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">古</span> <span style=""color:#666"">ancient</span>",,RSH RTH RTK,RTH2::L06
姓,surname,1165,,,xìng,woman + cell,⿰ (left-right),⿰女生,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">生</span> <span style=""color:#666"">life</span> <span style=""color:#999"">(alias: cell)</span>",,RSH RTH RTK,RTH1::L39
委,committee,719,,,wēi / wěi,wild rice + woman,⿱ (top-bottom),⿱禾女,"<span style=""color:#1a5276"">禾</span> <span style=""color:#666"">standing grain</span> <span style=""color:#999"">(alias: wild rice)</span><br><span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span>",,RSH RTH RTK,RTH1::L25
姚,Yao-2,3010,,,yáo,woman + portent,⿰ (left-right),⿰女兆,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">兆</span> <span style=""color:#666"">portent</span> <span style=""color:#999"">(alias: turtle)</span>",,RSH RTH,RTH2::Postscript
姜,ginger / Jiang-2,3012,,,jiāng,sheep + woman,⿱ (top-bottom),⿱𦍌女,"<span style=""color:#1a5276"">羊</span> <span style=""color:#666"">sheep</span><br><span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span>",JP: 薑,RSH RTH,RTH2::Postscript
姦,adultery / violate,1512,,,jiān,woman + woman + woman,⿱ (top-bottom),⿱女奻,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span>",SH: 奸,RTH RTK,RTH2::L06
姨,maternal aunt,2214,,,yí,woman + barbarian,⿰ (left-right),⿰女夷,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">夷</span> <span style=""color:#666"">barbarian</span>",,RSH RTH,RTH2::L32
姻,in-law / matrimony,1748,,,yīn,woman + dog kennel,⿰ (left-right),⿰女因,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">囧因</span> <span style=""color:#666"">dog kennel</span>",,RSH RTH RTK,RTH2::L21
姿,looks / figure,445,,,zī,woman + secondary,⿱ (top-bottom),⿱次女,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">次</span> <span style=""color:#666"">next</span> <span style=""color:#999"">(alias: secondary)</span>",,RSH RTH RTK,RTH1::L18
威,might / intimidate,344,,,wēi,march + woman,⿵ (surround-open-bottom),⿵戌女,"<span style=""color:#1a5276"">戌</span> <span style=""color:#666"">march</span><br><span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span>",,RSH RTH RTK,RTH1::L16
