character,keyword,RTH_number,RSH_number,RTK_number,reading,decomposition,spatial,ids,components_detail,variants,deck,tags
説,explanation,,,499,,words + devil,⿰ (left-right),⿰訁兑,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">兑</span> <span style=""color:#666"">convert</span> <span style=""color:#999"">(alias: devil)</span>",TH: 說 | SH: 说,RTK,RTK1v5::L19
読,read,,,348,,words + sell,⿰ (left-right),⿰訁売,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">売</span> <span style=""color:#666"">sell</span>",TH: 讀 | SH: 读,RTK,RTK1v5::L15
誰,who?,,,2712,shéi,words + turkey,⿰ (left-right),⿰訁隹,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">隹</span> <span style=""color:#666"">turkey</span>",SH: 谁,RTH RTK,RTK3v2::CH02
課,lesson / chapter,,,1123,kè,words + fruit,⿰ (left-right),⿰訁果,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">果</span> <span style=""color:#666"">fruit</span>",SH: 课,RTH RTK,RTK1v5::L30
誹,slander,,,2724,,words + jail cell,⿰ (left-right),⿰訁非,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">非</span> <span style=""color:#666"">non-</span> <span style=""color:#999"">(alias: jail cell)</span>",SH: 诽,RTK,RTK3v2::CH02
誼,friendship / familiarity,,,2719,yì,words + fitting,⿰ (left-right),⿰訁宜,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">宜</span> <span style=""color:#666"">fitting</span>",SH: 谊,RTH RTK,RTK3v2::CH02
調,tune,,,349,diào / tiáo,words + lap,⿰ (left-right),⿰訁周,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">周</span> <span style=""color:#666"">circumference</span> <span style=""color:#999"">(alias: lap)</span>",SH: 调,RTH RTK,RTK1v5::L15
諄,polite,,,2706,,words + enjoy,⿰ (left-right),⿰訁享,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">享</span> <span style=""color:#666"">enjoy</span>",SH: 谆,RTK,RTK3v2::CH02
談,discuss,,,350,tán,words + inflammation,⿰ (left-right),⿰訁炎,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">炎</span> <span style=""color:#666"">inflammation</span>",SH: 谈,RTH RTK,RTK1v5::L15
請,invite / solicit,,,1536,qǐng,words + telescope,⿰ (left-right),⿰訁青,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">青</span> <span style=""color:#666"">blue or green</span> <span style=""color:#999"">(alias: telescope)</span>",SH: 请,RTH RTK,RTK1v5::L40
諌,remonstrate,,,2708,,words + rickshaw,⿰ (left-right),⿰訁東,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">東</span> <span style=""color:#666"">east</span> <span style=""color:#999"">(alias: rickshaw)</span>",TH: 諫 | SH: 谏,RTK,RTK3v2::CH02
諏,advise,,,2722,,words + take,⿰ (left-right),⿰訁取,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">取</span> <span style=""color:#666"">take</span>",SH: 诹,RTK,RTK3v2::CH02
諒,forgive / verify,,,2710,liàng,words + capitol building,⿰ (left-right),⿰訁京,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">京</span> <span style=""color:#666"">capital</span> <span style=""color:#999"">(alias: capitol building)</span>",SH: 谅,RTH RTK,RTK3v2::CH02
論,theory / argument,,,1820,Lún / lùn,words + umbrella + floor + glass cover + floor + walking stick + walking stick,⿰ (left-right),⿰訁侖,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">𠆢</span> <span style=""color:#666"">umbrella</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">冂</span> <span style=""color:#666"">hood</span> <span style=""color:#999"">(alias: glass cover)</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span>",SH: 论,RTH RTK,RTK1v5::L48
諜,espionage / secret agent,,,2726,dié,words + family tree,⿰ (left-right),⿰訁枼,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">枼</span> <span style=""color:#666"">family tree</span>",SH: 谍,RTH RTK,RTK3v2::CH02
諦,give up,,,2716,,words + sovereign,⿰ (left-right),⿰訁帝,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">帝</span> <span style=""color:#666"">sovereign</span>",SH: 谛,RTK,RTK3v2::CH02
諧,in accord / orderliness,,,3012,xié,words + all,⿰ (left-right),⿰訁皆,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">皆</span> <span style=""color:#666"">all</span>",SH: 谐,RTH RTK,RTK1v5::Sup.
諭,rebuke,,,352,,words + slaughterhouse,⿰ (left-right),⿰訁俞,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">俞</span> <span style=""color:#666"">slaughterhouse</span>",SH: 谕,RTK,RTK1v5::L15
諮,consult with,,,475,zī,words + consult with,⿰ (left-right),⿰訁咨,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">咨</span> <span style=""color:#666"">consult with</span>",SH: 咨,RTH RTK,RTK1v5::L18
諸,various,,,1261,zhū,words + puppet,⿰ (left-right),⿰訁者,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">者</span> <span style=""color:#666"">someone</span> <span style=""color:#999"">(alias: puppet)</span>",SH: 诸,RTH RTK,RTK1v5::L34
諺,proverb,,,2723,,words + erudite,⿰ (left-right),⿰訁彦,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">彦</span> <span style=""color:#666"">erudite</span>",SH: 谚,RTK,RTK3v2::CH02
諾,promise / consent,,,351,nuò,words + as if,⿰ (left-right),⿰訁若,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">若</span> <span style=""color:#666"">as if</span>",SH: 诺,RTH RTK,RTK1v5::L15
謀,scheme / conspire,,,1760,móu,words + such and such,⿰ (left-right),⿰訁某,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">某</span> <span style=""color:#666"">such and such</span>",SH: 谋,RTH RTK,RTK1v5::L46
謁,audience,,,452,,words + siesta,⿰ (left-right),⿰訁曷,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">曷</span> <span style=""color:#666"">siesta</span>",SH: 谒,RTK,RTK1v5::L18
謂,meaning / so-called,,,2725,wèi,words + stomach,⿰ (left-right),⿰訁胃,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">胃</span> <span style=""color:#666"">stomach</span>",SH: 谓,RTH RTK,RTK3v2::CH02
謄,facsimilie,,,1211,,moon + animal horns + husband + words,⿰ (left-right),⿰月誊,"<span style=""color:#1a5276"">月</span> <span style=""color:#666"">month</span> <span style=""color:#999"">(alias: moon)</span><br><span style=""color:#1a5276"">丷</span> <span style=""color:#666"">horns</span> <span style=""color:#999"">(alias: animal horns)</span><br><span style=""color:#1a5276"">夫</span> <span style=""color:#666"">husband</span><br><span style=""color:#1a5276"">言</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span>",SH: 誊,RTK,RTK1v5::L32
謎,riddle,,,2709,mèi / mí,words + lost,⿰ (left-right),⿰訁迷,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">迷</span> <span style=""color:#666"">lost</span>",SH: 谜,RTH RTK,RTK3v2::CH02
謙,unassuming / self-effacing,,,1600,qiān,words + double,⿰ (left-right),⿰訁兼,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">兼</span> <span style=""color:#666"">double</span>",SH: 谦,RTH RTK,RTK1v5::L41
講,lecture,,,1816,jiǎng,words + wire mesh + glass cover + ground,⿰ (left-right),⿰訁冓,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">𠀎</span> <span style=""color:#666"">wire mesh</span><br><span style=""color:#1a5276"">冂</span> <span style=""color:#666"">hood</span> <span style=""color:#999"">(alias: glass cover)</span><br><span style=""color:#1a5276"">土</span> <span style=""color:#666"">soil</span> <span style=""color:#999"">(alias: ground)</span>",SH: 讲,RTH RTK,RTK1v5::L48
謝,thank / apologize,,,1250,xiè,words + shoot,⿰ (left-right),⿰訁射,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">射</span> <span style=""color:#666"">shoot</span>",SH: 谢,RTH RTK,RTK1v5::L34
謡,Noh chanting,,,1968,,words + can opener,⿰ (left-right),⿰訁䍃,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">䍃</span> <span style=""color:#666"">can opener</span>",TH: 謠 | SH: 谣,RTK,RTK1v5::L53
謬,wrong / fallible,,,2720,miù,words + kiddie cocktail,⿰ (left-right),⿰訁翏,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">翏</span> <span style=""color:#666"">kiddie cocktail</span>",SH: 谬,RTH RTK,RTK3v2::CH02
謹,careful / discreet,,,1576,jǐn,words + spinach,⿰ (left-right),⿰訁堇,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">堇</span> <span style=""color:#666"">spinach</span>",SH: 谨,RTH RTK,RTK1v5::L40
識,knowledge / discriminating,,,482,shí / zhì,words + sound + {97},⿰ (left-right),⿰訁戠,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">音</span> <span style=""color:#666"">sound</span>",SH: 识,RTH RTK,RTK1v5::L19
譜,musical score,,,1787,pǔ,words + universal,⿰ (left-right),⿰訁普,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">普</span> <span style=""color:#666"">universal</span>",SH: 谱,RTH RTK,RTK1v5::L47
警,police / admonish,,,336,jǐng,revere + words,⿱ (top-bottom),⿱敬言,"<span style=""color:#1a5276"">敬</span> <span style=""color:#666"">revere</span><br><span style=""color:#1a5276"">言</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span>",,RSH RTH RTK,RTK1v5::L15
譬,analogy / parable,,,2728,pì,hot sauce + words,⿱ (top-bottom),⿱辟言,"<span style=""color:#1a5276"">辟</span> <span style=""color:#666"">repudiate</span> <span style=""color:#999"">(alias: hot sauce)</span><br><span style=""color:#1a5276"">言</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span>",,RSH RTH RTK,RTK3v2::CH02
議,deliberate / deliberation,,,642,yì,words + bouquet,⿰ (left-right),⿰訁義,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">義</span> <span style=""color:#666"">righteousness</span> <span style=""color:#999"">(alias: bouquet)</span>",SH: 议,RTH RTK,RTK1v5::L23
譲,defer,,,1528,,words + six + wire mesh + cloak,⿰ (left-right),⿰訁㐮,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">六</span> <span style=""color:#666"">six</span><br><span style=""color:#1a5276"">𠀎</span> <span style=""color:#666"">wire mesh</span><br><span style=""color:#1a5276"">𧘇</span> <span style=""color:#666"">clothing</span> <span style=""color:#999"">(alias: cloak)</span>",TH: 讓 | SH: 让,RTK,RTK1v5::L39
護,protect / safeguard,,,700,hù,words + flower + only,⿰ (left-right),⿰訁蒦,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">隻</span> <span style=""color:#666"">only</span>",SH: 护,RTH RTK,RTK1v5::L23
讃,compliment,,,2711,,words + husband + husband + shellfish,⿰ (left-right),⿰訁賛,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">夫</span> <span style=""color:#666"">husband</span><br><span style=""color:#1a5276"">貝</span> <span style=""color:#666"">shellfish</span> <span style=""color:#999"">(alias: shells, oyster, clam)</span>",TH: 讚 | SH: 赞,RTK,RTK3v2::CH02
讐,vendetta,,,2707,,turkey + turkey + words,⿱ (top-bottom),⿱雔言,"<span style=""color:#1a5276"">隹</span> <span style=""color:#666"">turkey</span><br><span style=""color:#1a5276"">言</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span>",TH: 讎 | SH: 雠,RTK,RTK3v2::CH02
谷,valley,,,788,gǔ,animal legs + umbrella + mouth,⿳ (top-mid-bottom),⿳八𠆢口,"<span style=""color:#1a5276"">囧只－口</span> <span style=""color:#666"">animal legs</span><br><span style=""color:#1a5276"">𠆢</span> <span style=""color:#666"">umbrella</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span>",,RSH RTH RTK,RTK1v5::L24
豆,beans,,,1440,dòu,floor + mouth + animal horns,⿱ (top-bottom),⿱𠮛䒑,"<span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">䒑</span> <span style=""color:#666"">horns</span> <span style=""color:#999"">(alias: animal horns)</span>",,RSH RTH RTK,RTK1v5::L38 primitive
豊,bountiful,,,1443,,bent + table,⿱ (top-bottom),⿱曲豆,"<span style=""color:#1a5276"">曲</span> <span style=""color:#666"">bent</span><br><span style=""color:#1a5276"">豆</span> <span style=""color:#666"">beans</span> <span style=""color:#999"">(alias: table)</span>",TH: 豐 | SH: 丰,RTK,RTK1v5::L38 primitive
