character,keyword,RTH_number,RSH_number,RTK_number,reading,decomposition,spatial,ids,components_detail,variants,deck,tags
椅,chair,,,2480,yǐ,tree + strange,⿰ (left-right),⿰木奇,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">奇</span> <span style=""color:#666"">strange</span>",,RSH RTH RTK,RTK3v2::CH02
椋,Oriental elm,,,2474,,tree + capitol building,⿰ (left-right),⿰木京,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">京</span> <span style=""color:#666"">capital</span> <span style=""color:#999"">(alias: capitol building)</span>",,RTK,RTK3v2::CH02
植,plant,,,205,zhí,tree + straight,⿰ (left-right),⿰木直,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">直</span> <span style=""color:#666"">straight</span>",,RSH RTH RTK,RTK1v5::L10
椎,sweet oak,,,2505,,tree + turkey,⿰ (left-right),⿰木隹,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">隹</span> <span style=""color:#666"">turkey</span>",,RTK,RTK3v2::CH02
椙,cryptomeria,,,2528,,tree + prosperous,⿰ (left-right),⿰木昌,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">昌</span> <span style=""color:#666"">prosperous</span>",,RTK,RTK3v2::CH02
検,examination,,,1673,,tree + umbrella + floor + mouth + person,⿰ (left-right),⿰木㑒,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">𠆢</span> <span style=""color:#666"">umbrella</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span>",TH: 檢 | SH: 检,RTK,RTK1v5::L43
椰,coconut tree,,,2524,,tree + Jerusalem,⿰ (left-right),⿰木耶,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">耶</span> <span style=""color:#666"">Jerusalem</span>",,RTK,RTK3v2::CH02
椿,camellia,,,1569,,tree + springtime,⿰ (left-right),⿰木春,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">春</span> <span style=""color:#666"">springtime</span>",,RTK,RTK1v5::L40
楊,poplar / purple willow,,,2473,yáng,tree + daybreak + knot,⿰ (left-right),⿰木昜,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">旦</span> <span style=""color:#666"">daybreak</span><br><span style=""color:#1a5276"">勿</span> <span style=""color:#666"">not</span> <span style=""color:#999"">(alias: knot)</span>",SH: 杨,RTH RTK,RTK3v2::CH02
楓,maple / maple tree,,,2471,fēng,tree + windstorm,⿰ (left-right),⿰木風,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">風</span> <span style=""color:#666"">wind</span> <span style=""color:#999"">(alias: windstorm)</span>",SH: 枫,RTH RTK,RTK3v2::CH02
楕,ellipse,,,2531,,tree + left + moon,⿰ (left-right),⿰木⿱左⺝,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">左</span> <span style=""color:#666"">left</span><br><span style=""color:#1a5276"">⺝</span> <span style=""color:#666"">month</span> <span style=""color:#999"">(alias: moon)</span>",TH: 橢 | SH: 椭,RTK,RTK3v2::CH02
楠,camphor tree,,,1614,,tree + south,⿰ (left-right),⿰木南,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">南</span> <span style=""color:#666"">south</span>",,RTK,RTK1v5::L41
楢,Japanese oak,,,2493,,tree + chieftain,⿰ (left-right),⿰木酋,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">酋</span> <span style=""color:#666"">chieftain</span>",,RTK,RTK3v2::CH02
業,profession,,,1792,yè,profession + animal horns + not yet,⿱ (top-bottom),⿱业𦍎,"<span style=""color:#1a5276"">业</span> <span style=""color:#666"">profession</span><br><span style=""color:#1a5276"">䒑</span> <span style=""color:#666"">horns</span> <span style=""color:#999"">(alias: animal horns)</span><br><span style=""color:#1a5276"">未</span> <span style=""color:#666"">not yet</span>",SH: 业,RTH RTK,RTK1v5::L47
楯,escutcheon,,,2513,,tree + shield,⿰ (left-right),⿰木盾,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">盾</span> <span style=""color:#666"">shield</span>",,RTK,RTK3v2::CH02
極,extreme / poles,,,1903,jí,tree + -ed + sigh + floor,⿰ (left-right),⿰木亟,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">了</span> <span style=""color:#666"">-ed</span><br><span style=""color:#1a5276"">叹</span> <span style=""color:#666"">sigh</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span>",SH: 极,RTH RTK,RTK1v5::L51
楷,block letters,,,3011,,tree + all,⿰ (left-right),⿰木皆,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">皆</span> <span style=""color:#666"">all</span>",,RTK,RTK1v5::Sup.
楼,multistory building / watchtower,,,930,lóu,tree + bride,⿰ (left-right),⿰木娄,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">娄</span> <span style=""color:#666"">bride</span>",TH: 樓,RSH RTK,RTK1v5::L26
楽,music,,,1735,,eyedropper + ㇀ + dropdrop + eyedropper + white + tree,⿱ (top-bottom),⿱⿴{11}白木,"<span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span><br><span style=""color:#1a5276"">㇒</span> <span style=""color:#666"">dropdrop</span><br><span style=""color:#1a5276"">白</span> <span style=""color:#666"">white</span> <span style=""color:#999"">(alias: white bird, dove)</span><br><span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span>",TH: 樂 | SH: 乐,RTK,RTK1v5::L45
概,approximate / outline,,,1482,gài,root + waitress,⿰ (left-right),⿰木既,"<span style=""color:#1a5276"">根</span> <span style=""color:#666"">root</span><br><span style=""color:#1a5276"">旡</span> <span style=""color:#666"">waitress</span>",,RSH RTH RTK,RTK1v5::L38
榊,sacred Shinto tree,,,2490,,tree + gods,⿰ (left-right),⿰木神,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">神</span> <span style=""color:#666"">gods</span>",,RTK,RTK3v2::CH02
榎,hackberry,,,2514,,tree + summer,⿰ (left-right),⿰木夏,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">夏</span> <span style=""color:#666"">summer</span>",,RTK,RTK3v2::CH02
榛,hazel,,,2475,,tree + Qin,⿰ (left-right),⿰木秦,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">秦</span> <span style=""color:#666"">Qin</span>",,RTK,RTK3v2::CH02
槃,enjoyment,,,2522,,sort + tree,⿱ (top-bottom),⿱般木,"<span style=""color:#1a5276"">般</span> <span style=""color:#666"">sort</span><br><span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span>",,RTK,RTK3v2::CH02
構,frame / posture,,,1818,gòu,tree + wire mesh + glass cover + ground,⿰ (left-right),⿰木冓,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">𠀎</span> <span style=""color:#666"">wire mesh</span><br><span style=""color:#1a5276"">冂</span> <span style=""color:#666"">hood</span> <span style=""color:#999"">(alias: glass cover)</span><br><span style=""color:#1a5276"">土</span> <span style=""color:#666"">soil</span> <span style=""color:#999"">(alias: ground)</span>",SH: 构,RTH RTK,RTK1v5::L48
槌,wooden hammer,,,2477,,tree + chase,⿰ (left-right),⿰木追,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">追</span> <span style=""color:#666"">chase</span>",,RTK,RTK3v2::CH02
槍,gun / lance,,,2516,qiāng,tree + storehouse,⿰ (left-right),⿰木倉,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">倉</span> <span style=""color:#666"">storehouse</span>",SH: 枪,RTH RTK,RTK3v2::CH02
様,Esq.,,,933,,tree + orchid + ice + 亅 + {24},⿰ (left-right),⿰木⿻兰氺,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">兰</span> <span style=""color:#666"">orchid</span><br><span style=""color:#1a5276"">冫</span> <span style=""color:#666"">ice</span>",TH: 樣 | SH: 样,RTK,RTK1v5::L26
槙,Chinese black pine,,,2492,,tree + true,⿰ (left-right),⿰木真,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">真</span> <span style=""color:#666"">true</span>",,RTK,RTK3v2::CH02
槻,zelkova,,,2527,,tree + regulations,⿰ (left-right),⿰木規,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">規</span> <span style=""color:#666"">regulations</span>",,RTK,RTK3v2::CH02
槽,trough / vat,,,1176,cáo,tree + cadet,⿰ (left-right),⿰木曹,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">囧曹</span> <span style=""color:#666"">cadet</span>",,RSH RTH RTK,RTK1v5::L31
樋,downspout,,,2520,,tree + communicate,⿰ (left-right),⿰木通,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">通</span> <span style=""color:#666"">communicate</span>",,RTK,RTK3v2::CH02
樒,star-anise,,,2532,,tree + secret,⿰ (left-right),⿰木密,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">密</span> <span style=""color:#666"">secret</span>",,RTK,RTK3v2::CH02
樗,sumac,,,2526,,tree + rain + snake hook,⿰ (left-right),⿰木雩,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">雨</span> <span style=""color:#666"">rain</span> <span style=""color:#999"">(alias: weather)</span><br><span style=""color:#1a5276"">亏</span> <span style=""color:#666"">loss</span> <span style=""color:#999"">(alias: snake hook)</span>",,RTK,RTK3v2::CH02
標,mark / signpost,,,1608,biāo,tree + ticket,⿰ (left-right),⿰木票,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">票</span> <span style=""color:#666"">ticket</span>",SH: 标,RTH RTK,RTK1v5::L41
模,imitate / imitation,,,229,mó / mú,graveyard + tree,⿰ (left-right),⿰木莫,"<span style=""color:#1a5276"">莫</span> <span style=""color:#666"">nobody</span> <span style=""color:#999"">(alias: graveyard)</span><br><span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span>",,RSH RTH RTK,RTK1v5::L10
権,authority,,,571,,tree + lying (down) + floor + turkey,⿰ (left-right),⿰木𮥶,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">𠂉</span> <span style=""color:#666"">reclining</span> <span style=""color:#999"">(alias: lying (down))</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">隹</span> <span style=""color:#666"">turkey</span>",TH: 權 | SH: 权,RTK,RTK1v5::L21
横,horizontal / sideways,,,1751,héng / hèng,tree + yellow,⿰ (left-right),⿰木黄,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">黄</span> <span style=""color:#666"">yellow</span>",TH: 橫,RSH RTK,RTK1v5::L45
樫,evergreen oak,,,2491,,tree + foiled again,⿰ (left-right),⿰木堅,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">堅</span> <span style=""color:#666"">firm</span> <span style=""color:#999"">(alias: foiled again)</span>",SH: 㭴,RTK,RTK3v2::CH02
樵,mallet,,,2478,,tree + roast turkey,⿰ (left-right),⿰木焦,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">焦</span> <span style=""color:#666"">apprehensive</span> <span style=""color:#999"">(alias: roast turkey)</span>",,RTK,RTK3v2::CH02
樹,timber / timber-trees,,,1446,shù,tree + drum + glue,⿰ (left-right),⿰木尌,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">壴</span> <span style=""color:#666"">drum</span><br><span style=""color:#1a5276"">寸</span> <span style=""color:#666"">Chinese inch</span> <span style=""color:#999"">(alias: glue)</span>",SH: 树,RTH RTK,RTK1v5::L38
樺,birch,,,2515,,tree + splendor,⿰ (left-right),⿰木華,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">華</span> <span style=""color:#666"">splendor</span>",SH: 桦,RTK,RTK3v2::CH02
樽,barrel,,,2506,,tree + venerate,⿰ (left-right),⿰木尊,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">尊</span> <span style=""color:#666"">venerate</span>",,RTK,RTK3v2::CH02
橇,sled,,,2521,,tree + fur + fur + fur,⿰ (left-right),⿰木毳,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">毛</span> <span style=""color:#666"">fur</span>",,RTK,RTK3v2::CH02
橋,bridge,,,429,qiáo,tree + angel,⿰ (left-right),⿰木喬,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">喬</span> <span style=""color:#666"">pretend</span> <span style=""color:#999"">(alias: angel)</span>",SH: 桥,RTH RTK,RTK1v5::L18
橘,tangerine / mandarin orange,,,2494,jú,tree + spear + helmet + animal legs + mouth,⿰ (left-right),⿰木矞,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">矛</span> <span style=""color:#666"">spear</span><br><span style=""color:#1a5276"">冂</span> <span style=""color:#666"">hood</span> <span style=""color:#999"">(alias: helmet)</span><br><span style=""color:#1a5276"">囧只－口</span> <span style=""color:#666"">animal legs</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span>",,RSH RTH RTK,RTK3v2::CH02
機,machine / mechanism,,,1382,jī,tree + wind,⿰ (left-right),⿰木幾,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">幾</span> <span style=""color:#666"">how many?</span> <span style=""color:#999"">(alias: wind)</span>",SH: 机,RTH RTK,RTK1v5::L36
橿,sturdy oak,,,2509,,tree + family feud,⿰ (left-right),⿰木畺,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">畺</span> <span style=""color:#666"">family feud</span>",,RTK,RTK3v2::CH02
檀,sandalwood,,,2525,,tree + Mr. Hyde,⿰ (left-right),⿰木亶,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">亶</span> <span style=""color:#666"">Mr. Hyde</span>",,RTK,RTK3v2::CH02
檎,apple,,,2050,,tree + fowl,⿰ (left-right),⿰木禽,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">禽</span> <span style=""color:#666"">fowl</span>",,RTK,RTK3v2::CH01
檜,Japanese cypress [old],,,2964,,tree + meeting,⿰ (left-right),⿰木會,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">會</span> <span style=""color:#666"">meeting</span>",SH: 桧,RTK,RTK3v2::CH06
櫓,turret,,,2508,,tree + Lu,⿰ (left-right),⿰木魯,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">魯</span> <span style=""color:#666"">Lu</span>",SH: 橹,RTK,RTK3v2::CH02
櫛,comb,,,2476,,tree + holiday,⿰ (left-right),⿰木節,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">節</span> <span style=""color:#666"">holiday</span>",SH: 栉,RTK,RTK3v2::CH02
欄,railing / column,,,1628,lán,tree + gate + tree + pent in + animal horns,⿰ (left-right),⿰木闌,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">門</span> <span style=""color:#666"">gate</span><br><span style=""color:#1a5276"">囗</span> <span style=""color:#666"">pent in</span><br><span style=""color:#1a5276"">丷</span> <span style=""color:#666"">horns</span> <span style=""color:#999"">(alias: animal horns)</span>",SH: 栏,RTH RTK,RTK1v5::L42
欝,depressed,,,2856,,tree + sheaf + Sheaf + tree + net + {18} + glue,⿳ (top-mid-bottom),⿳棥罒𡬠,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span><br><span style=""color:#1a5276"">㐅</span> <span style=""color:#666"">sheaf</span><br><span style=""color:#1a5276"">乂</span> <span style=""color:#666"">Sheaf</span><br><span style=""color:#1a5276"">罒</span> <span style=""color:#666"">net</span><br><span style=""color:#1a5276"">寸</span> <span style=""color:#666"">Chinese inch</span> <span style=""color:#999"">(alias: glue)</span>",,RTK,RTK3v2::CH03
欠,lack,,,466,qiàn,dropdrop + beret + person,⿱ (top-bottom),⿱⿰㇒乛人,"<span style=""color:#1a5276"">㇒</span> <span style=""color:#666"">dropdrop</span><br><span style=""color:#1a5276"">乛</span> <span style=""color:#666"">beret</span><br><span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span>",,RSH RTH RTK,RTK1v5::L18 primitive
次,next,,,471,cì,lack + ice,⿰ (left-right),⿰冫欠,"<span style=""color:#1a5276"">欠</span> <span style=""color:#666"">lack</span> <span style=""color:#999"">(alias: yawn)</span><br><span style=""color:#1a5276"">冫</span> <span style=""color:#666"">ice</span>",,RSH RTH RTK,RTK1v5::L18 primitive
欣,elated / elation,,,2888,xīn,tomahawk + yawn,⿰ (left-right),⿰斤欠,"<span style=""color:#1a5276"">斤</span> <span style=""color:#666"">catty</span> <span style=""color:#999"">(alias: tomahawk)</span><br><span style=""color:#1a5276"">欠</span> <span style=""color:#666"">lack</span> <span style=""color:#999"">(alias: yawn)</span>",,RSH RTH RTK,RTK3v2::CH03
欧,Europe,,,1699,Ōu / ōu,region + yawn,⿰ (left-right),⿰区欠,"<span style=""color:#1a5276"">区</span> <span style=""color:#666"">region</span><br><span style=""color:#1a5276"">欠</span> <span style=""color:#666"">lack</span> <span style=""color:#999"">(alias: yawn)</span>",TH: 歐,RSH RTK,RTK1v5::L44
欲,desire / longing,,,792,yù,valley + yawn,⿰ (left-right),⿰谷欠,"<span style=""color:#1a5276"">谷</span> <span style=""color:#666"">valley</span><br><span style=""color:#1a5276"">欠</span> <span style=""color:#666"">lack</span> <span style=""color:#999"">(alias: yawn)</span>",,RSH RTH RTK,RTK1v5::L24
欺,dupe / deceit,,,1762,qī,hamper + yawn,⿰ (left-right),⿰其欠,"<span style=""color:#1a5276"">其</span> <span style=""color:#666"">his-hers-its-theirs</span> <span style=""color:#999"">(alias: hamper)</span><br><span style=""color:#1a5276"">欠</span> <span style=""color:#666"">lack</span> <span style=""color:#999"">(alias: yawn)</span>",,RSH RTH RTK,RTK1v5::L46
欽,think highly of / circumspect,,,3004,qīn,gold + yawn,⿰ (left-right),⿰釒欠,"<span style=""color:#1a5276"">釒</span> <span style=""color:#666"">gold</span> <span style=""color:#999"">(alias: metal)</span><br><span style=""color:#1a5276"">欠</span> <span style=""color:#666"">lack</span> <span style=""color:#999"">(alias: yawn)</span>",SH: 钦,RTH RTK,RTK3v2::CH14
款,funds / goodwill,,,1097,kuǎn,soldier + altar + yawn,⿰ (left-right),⿰𰧭欠,"<span style=""color:#1a5276"">士</span> <span style=""color:#666"">soldier</span><br><span style=""color:#1a5276"">示</span> <span style=""color:#666"">show</span> <span style=""color:#999"">(alias: altar)</span><br><span style=""color:#1a5276"">欠</span> <span style=""color:#666"">lack</span> <span style=""color:#999"">(alias: yawn)</span>",,RSH RTH RTK,RTK1v5::L30
歌,song,,,469,gē,can + yawn,⿰ (left-right),⿰哥欠,"<span style=""color:#1a5276"">可</span> <span style=""color:#666"">can</span><br><span style=""color:#1a5276"">欠</span> <span style=""color:#666"">lack</span> <span style=""color:#999"">(alias: yawn)</span>",,RSH RTH RTK,RTK1v5::L18
歎,bemoan,,,2859,,flower + mouth + two + person + yawn,⿰ (left-right),⿰𦰩欠,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">二</span> <span style=""color:#666"">two</span><br><span style=""color:#1a5276"">人</span> <span style=""color:#666"">person</span><br><span style=""color:#1a5276"">欠</span> <span style=""color:#666"">lack</span> <span style=""color:#999"">(alias: yawn)</span>",,RTK,RTK3v2::CH03
歓,delight,,,570,,lying (down) + floor + turkey + yawn,⿰ (left-right),⿰𮥶欠,"<span style=""color:#1a5276"">𠂉</span> <span style=""color:#666"">reclining</span> <span style=""color:#999"">(alias: lying (down))</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">隹</span> <span style=""color:#666"">turkey</span><br><span style=""color:#1a5276"">欠</span> <span style=""color:#666"">lack</span> <span style=""color:#999"">(alias: yawn)</span>",TH: 歡 | SH: 欢,RTK,RTK1v5::L21
止,stop,,,370,zhǐ,above + walking stick,,⿽上丨,"<span style=""color:#1a5276"">上</span> <span style=""color:#666"">above</span><br><span style=""color:#1a5276"">丨</span> <span style=""color:#666"">walking stick</span>",,RSH RTH RTK,RTK1v5::L17 primitive
正,correct,,,379,zhēng / zhèng,one + footprint,⿱ (top-bottom),⿱一止,"<span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor, ceiling)</span><br><span style=""color:#1a5276"">止</span> <span style=""color:#666"">stop</span> <span style=""color:#999"">(alias: footprint)</span>",,RSH RTH RTK,RTK1v5::L17
此,this (literary) / this here,,,2043,cǐ,trail of footprints + spoon,⿰ (left-right),⿰止匕,"<span style=""color:#1a5276"">止</span> <span style=""color:#666"">stop</span> <span style=""color:#999"">(alias: trail of footprints)</span><br><span style=""color:#1a5276"">匕</span> <span style=""color:#666"">ancient spoon</span> <span style=""color:#999"">(alias: spoon)</span>",,RSH RTH RTK,RTK3v2::CH01
武,military / warrior,,,377,wǔ,one + arrow + stop + footprint,⿹ (top-right-wrap),⿹{28}止,"<span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor, ceiling)</span><br><span style=""color:#1a5276"">弋</span> <span style=""color:#666"">arrow</span><br><span style=""color:#1a5276"">止</span> <span style=""color:#666"">stop</span> <span style=""color:#999"">(alias: footprint, trail of footprints)</span>",,RSH RTH RTK,RTK1v5::L17
歩,walk,,,371,,stop + few,⿱ (top-bottom),⿱止少,"<span style=""color:#1a5276"">止</span> <span style=""color:#666"">stop</span> <span style=""color:#999"">(alias: footprint, trail of footprints)</span><br><span style=""color:#1a5276"">少</span> <span style=""color:#666"">few</span>",TH: 步 | SH: 步,RTK,RTK1v5::L17
歪,askew / warped,,,2862,wāi,no + correct,⿱ (top-bottom),⿱不正,"<span style=""color:#1a5276"">不</span> <span style=""color:#666"">no</span> <span style=""color:#999"">(alias: no symbol)</span><br><span style=""color:#1a5276"">正</span> <span style=""color:#666"">correct</span>",,RSH RTH RTK,RTK3v2::CH03
歯,tooth,,,1171,,stop + pit + rice,⿱ (top-bottom),⿱止𱐍,"<span style=""color:#1a5276"">止</span> <span style=""color:#666"">stop</span> <span style=""color:#999"">(alias: footprint, trail of footprints)</span><br><span style=""color:#1a5276"">凵</span> <span style=""color:#666"">pit</span><br><span style=""color:#1a5276"">米</span> <span style=""color:#666"">rice</span>",TH: 齒 | SH: 齿,RTK,RTK1v5::L31
